-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,-0.96,0.28,-1.0,0.0,-0.96,0.28
-1.0,0.0,-0.92,0.39191835884530846,-1.0,0.0,-0.92,0.39191835884530846
-1.0,0.0,-0.88,0.4749736834815167,-1.0,0.0,-0.88,0.4749736834815167
-1.0,0.0,-0.84,0.5425863986500215,-1.0,0.0,-0.84,0.5425863986500215
-1.0,0.0,-0.8,0.6,-1.0,0.0,-0.8,0.6
-1.0,0.0,-0.76,0.6499230723708769,-1.0,0.0,-0.76,0.6499230723708769
-1.0,0.0,-0.72,0.6939740629158989,-1.0,0.0,-0.72,0.6939740629158989
-1.0,0.0,-0.68,0.7332121111929344,-1.0,0.0,-0.68,0.7332121111929344
-1.0,0.0,-0.64,0.7683749084919418,-1.0,0.0,-0.64,0.7683749084919418
-1.0,0.0,-0.6,0.8,-1.0,0.0,-0.6,0.8
-1.0,0.0,-0.56,0.8284926070883192,-1.0,0.0,-0.56,0.8284926070883192
-1.0,0.0,-0.52,0.8541662601625049,-1.0,0.0,-0.52,0.8541662601625049
-1.0,0.0,-0.48,0.8772684879784524,-1.0,0.0,-0.48,0.8772684879784524
-1.0,0.0,-0.44,0.897997772825746,-1.0,0.0,-0.44,0.897997772825746
-1.0,0.0,-0.4,0.9165151389911679,-1.0,0.0,-0.4,0.9165151389911679
-1.0,0.0,-0.36,0.9329523031752481,-1.0,0.0,-0.36,0.9329523031752481
-1.0,0.0,-0.32,0.9474175425861608,-1.0,0.0,-0.32,0.9474175425861608
-1.0,0.0,-0.28,0.96,-1.0,0.0,-0.28,0.96
-1.0,0.0,-0.24,0.9707728879609278,-1.0,0.0,-0.24,0.9707728879609278
-1.0,0.0,-0.2,0.9797958971132712,-1.0,0.0,-0.2,0.9797958971132712
-1.0,0.0,-0.16,0.9871170143402453,-1.0,0.0,-0.16,0.9871170143402453
-1.0,0.0,-0.12,0.9927738916792685,-1.0,0.0,-0.12,0.9927738916792685
-1.0,0.0,-0.08,0.9967948635501689,-1.0,0.0,-0.08,0.9967948635501689
-1.0,0.0,-0.04,0.9991996797437437,-1.0,0.0,-0.04,0.9991996797437437
-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
-1.0,0.0,0.04,0.9991996797437437,-1.0,0.0,0.04,0.9991996797437437
-1.0,0.0,0.08,0.9967948635501689,-1.0,0.0,0.08,0.9967948635501689
-1.0,0.0,0.12,0.9927738916792685,-1.0,0.0,0.12,0.9927738916792685
-1.0,0.0,0.16,0.9871170143402453,-1.0,0.0,0.16,0.9871170143402453
-1.0,0.0,0.2,0.9797958971132712,-1.0,0.0,0.2,0.9797958971132712
-1.0,0.0,0.24,0.9707728879609278,-1.0,0.0,0.24,0.9707728879609278
-1.0,0.0,0.28,0.96,-1.0,0.0,0.28,0.96
-1.0,0.0,0.32,0.9474175425861608,-1.0,0.0,0.32,0.9474175425861608
-1.0,0.0,0.36,0.9329523031752481,-1.0,0.0,0.36,0.9329523031752481
-1.0,0.0,0.4,0.9165151389911679,-1.0,0.0,0.4,0.9165151389911679
-1.0,0.0,0.44,0.897997772825746,-1.0,0.0,0.44,0.897997772825746
-1.0,0.0,0.48,0.8772684879784524,-1.0,0.0,0.48,0.8772684879784524
-1.0,0.0,0.52,0.8541662601625049,-1.0,0.0,0.52,0.8541662601625049
-1.0,0.0,0.56,0.8284926070883192,-1.0,0.0,0.56,0.8284926070883192
-1.0,0.0,0.6,0.8,-1.0,0.0,0.6,0.8
-1.0,0.0,0.64,0.7683749084919418,-1.0,0.0,0.64,0.7683749084919418
-1.0,0.0,0.68,0.7332121111929344,-1.0,0.0,0.68,0.7332121111929344
-1.0,0.0,0.72,0.6939740629158989,-1.0,0.0,0.72,0.6939740629158989
-1.0,0.0,0.76,0.6499230723708769,-1.0,0.0,0.76,0.6499230723708769
-1.0,0.0,0.8,0.6,-1.0,0.0,0.8,0.6
-1.0,0.0,0.84,0.5425863986500215,-1.0,0.0,0.84,0.5425863986500215
-1.0,0.0,0.88,0.4749736834815167,-1.0,0.0,0.88,0.4749736834815167
-1.0,0.0,0.92,0.39191835884530846,-1.0,0.0,0.92,0.39191835884530846
-1.0,0.0,0.96,0.28,-1.0,0.0,0.96,0.28
-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0
-0.96,0.28,-1.0,0.0,-0.96,0.28,-1.0,0.0
-0.96,0.28,-0.96,0.28,-0.96,0.28,-0.96,0.28
-0.96,0.28,-0.92,0.39191835884530846,-0.96,0.28,-0.92,0.39191835884530846
-0.96,0.28,-0.88,0.4749736834815167,-0.96,0.28,-0.88,0.4749736834815167
-0.96,0.28,-0.84,0.5425863986500215,-0.96,0.28,-0.84,0.5425863986500215
-0.96,0.28,-0.8,0.6,-0.96,0.28,-0.8,0.6
